ITEM CODE,工作表名称,图片文件名,图片URL,
MT01-NTBX-EQKAT-004,厨房电器及设备,MT01-NTBX-EQKAT-004.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-004.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('MT01-NTBX-EQKAT-004', '厨房电器及设备', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-004.png', '', 0, NOW());"
MT01-NTBX-EQKAT-005,厨房电器及设备,MT01-NTBX-EQKAT-005.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-005.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('MT01-NTBX-EQKAT-005', '厨房电器及设备', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-005.png', '', 0, NOW());"
MT01-NTBX-EQKAT-006,厨房电器及设备,MT01-NTBX-EQKAT-006.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-006.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('MT01-NTBX-EQKAT-006', '厨房电器及设备', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-006.png', '', 0, NOW());"
MT01-NTBX-EQKAT-007,厨房电器及设备,MT01-NTBX-EQKAT-007.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-007.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('MT01-NTBX-EQKAT-007', '厨房电器及设备', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-007.png', '', 0, NOW());"
MT01-NTBX-EQKAT-008,厨房电器及设备,MT01-NTBX-EQKAT-008.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-008.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('MT01-NTBX-EQKAT-008', '厨房电器及设备', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-008.png', '', 0, NOW());"
MT01-NTBX-EQKAT-009,厨房电器及设备,MT01-NTBX-EQKAT-009.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-009.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('MT01-NTBX-EQKAT-009', '厨房电器及设备', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-009.png', '', 0, NOW());"
MT01-NTBX-EQKAT-010,厨房电器及设备,MT01-NTBX-EQKAT-010.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-010.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('MT01-NTBX-EQKAT-010', '厨房电器及设备', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-010.png', '', 0, NOW());"
MT01-NTBX-EQKAT-011,厨房电器及设备,MT01-NTBX-EQKAT-011.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-011.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('MT01-NTBX-EQKAT-011', '厨房电器及设备', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-011.png', '', 0, NOW());"
MT01-NTBX-EQKAT-012,厨房电器及设备,MT01-NTBX-EQKAT-012.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-012.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('MT01-NTBX-EQKAT-012', '厨房电器及设备', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-012.png', '', 0, NOW());"
MT01-NTBX-EQKAT-013,厨房电器及设备,MT01-NTBX-EQKAT-013.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-013.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('MT01-NTBX-EQKAT-013', '厨房电器及设备', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-013.png', '', 0, NOW());"
MT01-NTBX-EQKAT-014,厨房电器及设备,MT01-NTBX-EQKAT-014.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-014.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('MT01-NTBX-EQKAT-014', '厨房电器及设备', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-014.png', '', 0, NOW());"
MT01-NTBX-EQKAT-015,厨房电器及设备,MT01-NTBX-EQKAT-015.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-015.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('MT01-NTBX-EQKAT-015', '厨房电器及设备', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-015.png', '', 0, NOW());"
MT01-NTBX-EQKAT-016,厨房电器及设备,MT01-NTBX-EQKAT-016.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-016.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('MT01-NTBX-EQKAT-016', '厨房电器及设备', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-016.png', '', 0, NOW());"
MT01-NTBX-EQKAT-017,厨房电器及设备,MT01-NTBX-EQKAT-017.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-017.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('MT01-NTBX-EQKAT-017', '厨房电器及设备', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-017.png', '', 0, NOW());"
MT01-NTBX-EQKAT-018,厨房电器及设备,MT01-NTBX-EQKAT-018.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-018.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('MT01-NTBX-EQKAT-018', '厨房电器及设备', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-018.png', '', 0, NOW());"
MT01-NTBX-EQKAT-019,厨房电器及设备,MT01-NTBX-EQKAT-019.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-019.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('MT01-NTBX-EQKAT-019', '厨房电器及设备', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-019.png', '', 0, NOW());"
MT01-NTBX-EQKAT-020,厨房电器及设备,MT01-NTBX-EQKAT-020.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-020.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('MT01-NTBX-EQKAT-020', '厨房电器及设备', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-020.png', '', 0, NOW());"
MT01-NTBX-EQKAT-021,厨房电器及设备,MT01-NTBX-EQKAT-021.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-021.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('MT01-NTBX-EQKAT-021', '厨房电器及设备', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-021.png', '', 0, NOW());"
MT01-NTBX-EQKAT-022,厨房电器及设备,MT01-NTBX-EQKAT-022.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-022.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('MT01-NTBX-EQKAT-022', '厨房电器及设备', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-022.png', '', 0, NOW());"
MT01-NTBX-EQKAT-023,厨房电器及设备,MT01-NTBX-EQKAT-023.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-023.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('MT01-NTBX-EQKAT-023', '厨房电器及设备', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-023.png', '', 0, NOW());"
MT01-NTBX-EQKAT-024,厨房电器及设备,MT01-NTBX-EQKAT-024.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-024.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('MT01-NTBX-EQKAT-024', '厨房电器及设备', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-024.png', '', 0, NOW());"
MT01-NTBX-EQKAT-025,厨房电器及设备,MT01-NTBX-EQKAT-025.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-025.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('MT01-NTBX-EQKAT-025', '厨房电器及设备', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-025.png', '', 0, NOW());"
MT01-NTBX-EQKAT-026,厨房电器及设备,MT01-NTBX-EQKAT-026.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-026.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('MT01-NTBX-EQKAT-026', '厨房电器及设备', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-026.png', '', 0, NOW());"
MT01-NTBX-EQKAT-027,厨房电器及设备,MT01-NTBX-EQKAT-027.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-027.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('MT01-NTBX-EQKAT-027', '厨房电器及设备', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-027.png', '', 0, NOW());"
MT01-NTBX-EQKAT-028,厨房电器及设备,MT01-NTBX-EQKAT-028.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-028.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('MT01-NTBX-EQKAT-028', '厨房电器及设备', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-028.png', '', 0, NOW());"
MT01-NTBX-EQKAT-029,厨房电器及设备,MT01-NTBX-EQKAT-029.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-029.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('MT01-NTBX-EQKAT-029', '厨房电器及设备', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-029.png', '', 0, NOW());"
MT01-NTBX-EQKAT-030,厨房电器及设备,MT01-NTBX-EQKAT-030.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-030.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('MT01-NTBX-EQKAT-030', '厨房电器及设备', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-030.png', '', 0, NOW());"
MT01-NTBX-EQKAT-031,厨房电器及设备,MT01-NTBX-EQKAT-031.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-031.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('MT01-NTBX-EQKAT-031', '厨房电器及设备', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-031.png', '', 0, NOW());"
MT01-NTBX-EQKAT-032,厨房电器及设备,MT01-NTBX-EQKAT-032.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-032.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('MT01-NTBX-EQKAT-032', '厨房电器及设备', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-032.png', '', 0, NOW());"
MT01-NTBX-EQKAT-033,厨房电器及设备,MT01-NTBX-EQKAT-033.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-033.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('MT01-NTBX-EQKAT-033', '厨房电器及设备', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-033.png', '', 0, NOW());"
MT01-NTBX-EQKAT-034,厨房电器及设备,MT01-NTBX-EQKAT-034.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-034.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('MT01-NTBX-EQKAT-034', '厨房电器及设备', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-034.png', '', 0, NOW());"
MT01-NTBX-EQKAT-035,厨房电器及设备,MT01-NTBX-EQKAT-035.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-035.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('MT01-NTBX-EQKAT-035', '厨房电器及设备', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%8E%A8%E6%88%BF%E7%94%B5%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87/MT01-NTBX-EQKAT-035.png', '', 0, NOW());"
CE04-GYHG-FDFLT-001,墙地瓷砖制品,CE04-GYHG-FDFLT-001.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%A2%99%E5%9C%B0%E7%93%B7%E7%A0%96%E5%88%B6%E5%93%81/CE04-GYHG-FDFLT-001.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('CE04-GYHG-FDFLT-001', '墙地瓷砖制品', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%A2%99%E5%9C%B0%E7%93%B7%E7%A0%96%E5%88%B6%E5%93%81/CE04-GYHG-FDFLT-001.png', '', 0, NOW());"
CE04-GYHG-FDFLT-002,墙地瓷砖制品,CE04-GYHG-FDFLT-002.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%A2%99%E5%9C%B0%E7%93%B7%E7%A0%96%E5%88%B6%E5%93%81/CE04-GYHG-FDFLT-002.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('CE04-GYHG-FDFLT-002', '墙地瓷砖制品', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%A2%99%E5%9C%B0%E7%93%B7%E7%A0%96%E5%88%B6%E5%93%81/CE04-GYHG-FDFLT-002.png', '', 0, NOW());"
CE04-GYHG-FDFLT-003,墙地瓷砖制品,CE04-GYHG-FDFLT-003.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%A2%99%E5%9C%B0%E7%93%B7%E7%A0%96%E5%88%B6%E5%93%81/CE04-GYHG-FDFLT-003.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('CE04-GYHG-FDFLT-003', '墙地瓷砖制品', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%A2%99%E5%9C%B0%E7%93%B7%E7%A0%96%E5%88%B6%E5%93%81/CE04-GYHG-FDFLT-003.png', '', 0, NOW());"
CE04-WHTZ-WDWLT-001,墙地瓷砖制品,CE04-WHTZ-WDWLT-001.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%A2%99%E5%9C%B0%E7%93%B7%E7%A0%96%E5%88%B6%E5%93%81/CE04-WHTZ-WDWLT-001.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('CE04-WHTZ-WDWLT-001', '墙地瓷砖制品', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%A2%99%E5%9C%B0%E7%93%B7%E7%A0%96%E5%88%B6%E5%93%81/CE04-WHTZ-WDWLT-001.png', '', 0, NOW());"
CE01-GYHG-ABETH-001,定制中式建筑结构,CE01-GYHG-ABETH-001.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%AE%9A%E5%88%B6%E4%B8%AD%E5%BC%8F%E5%BB%BA%E7%AD%91%E7%BB%93%E6%9E%84/CE01-GYHG-ABETH-001.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('CE01-GYHG-ABETH-001', '定制中式建筑结构', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%AE%9A%E5%88%B6%E4%B8%AD%E5%BC%8F%E5%BB%BA%E7%AD%91%E7%BB%93%E6%9E%84/CE01-GYHG-ABETH-001.png', '', 0, NOW());"
CE01-GYHG-ABHRG-001,定制中式建筑结构,CE01-GYHG-ABHRG-001.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%AE%9A%E5%88%B6%E4%B8%AD%E5%BC%8F%E5%BB%BA%E7%AD%91%E7%BB%93%E6%9E%84/CE01-GYHG-ABHRG-001.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('CE01-GYHG-ABHRG-001', '定制中式建筑结构', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%AE%9A%E5%88%B6%E4%B8%AD%E5%BC%8F%E5%BB%BA%E7%AD%91%E7%BB%93%E6%9E%84/CE01-GYHG-ABHRG-001.png', '', 0, NOW());"
CE01-GYHG-ABRTL-001,定制中式建筑结构,CE01-GYHG-ABRTL-001.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%AE%9A%E5%88%B6%E4%B8%AD%E5%BC%8F%E5%BB%BA%E7%AD%91%E7%BB%93%E6%9E%84/CE01-GYHG-ABRTL-001.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('CE01-GYHG-ABRTL-001', '定制中式建筑结构', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%AE%9A%E5%88%B6%E4%B8%AD%E5%BC%8F%E5%BB%BA%E7%AD%91%E7%BB%93%E6%9E%84/CE01-GYHG-ABRTL-001.png', '', 0, NOW());"
WD012-WDAM-ABBAL-002,定制中式建筑结构,WD012-WDAM-ABBAL-002.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%AE%9A%E5%88%B6%E4%B8%AD%E5%BC%8F%E5%BB%BA%E7%AD%91%E7%BB%93%E6%9E%84/WD012-WDAM-ABBAL-002.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('WD012-WDAM-ABBAL-002', '定制中式建筑结构', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%AE%9A%E5%88%B6%E4%B8%AD%E5%BC%8F%E5%BB%BA%E7%AD%91%E7%BB%93%E6%9E%84/WD012-WDAM-ABBAL-002.png', '', 0, NOW());"
WD012-WDAM-ABCOR-001,定制中式建筑结构,WD012-WDAM-ABCOR-001.png,http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%AE%9A%E5%88%B6%E4%B8%AD%E5%BC%8F%E5%BB%BA%E7%AD%91%E7%BB%93%E6%9E%84/WD012-WDAM-ABCOR-001.png,"INSERT INTO materials (code, name, image, description, price, create_time) VALUES ('WD012-WDAM-ABCOR-001', '定制中式建筑结构', 'http://renli2026.oss-cn-chengdu.aliyuncs.com/materials/%E5%AE%9A%E5%88%B6%E4%B8%AD%E5%BC%8F%E5%BB%BA%E7%AD%91%E7%BB%93%E6%9E%84/WD012-WDAM-ABCOR-001.png', '', 0, NOW());"
